memory_model,example_id,sessions,attempts,generated_implicit_pref_tokens,verify_candidate_implicit_pref_tokens,refine_prev_implicit_pref_tokens,generated_plus_verify_plus_refine_tokens,final_session_implicit_pref_tokens_sum
google_gemma-3-12b-it,dev_0065,9,9,243,243,0,486,243
google_gemma-3-12b-it,dev_0074,6,6,149,149,0,298,149
google_gemma-3-12b-it,dev_0078,5,5,119,119,0,238,119
google_gemma-3-12b-it,dev_0066,9,9,234,234,0,468,234
google_gemma-3-12b-it,dev_0076,8,8,172,172,0,344,172
google_gemma-3-12b-it,dev_0070,10,10,290,290,0,580,290
google_gemma-3-12b-it,dev_0073,9,9,294,294,0,588,294
google_gemma-3-12b-it,dev_0075,8,8,215,215,0,430,215
google_gemma-3-12b-it,dev_0071,10,10,270,270,0,540,270
google_gemma-3-12b-it,dev_0083,7,7,182,182,0,364,182
google_gemma-3-12b-it,dev_0079,10,10,259,259,0,518,259
google_gemma-3-12b-it,dev_0080,8,8,206,206,0,412,206
google_gemma-3-12b-it,dev_0085,7,7,171,171,0,342,171
google_gemma-3-12b-it,dev_0084,7,7,202,202,0,404,202
google_gemma-3-12b-it,dev_0086,8,8,203,203,0,406,203
google_gemma-3-12b-it,dev_0082,9,9,241,241,0,482,241
google_gemma-3-12b-it,dev_0081,9,9,258,258,0,516,258
google_gemma-3-12b-it,dev_0095,5,5,119,119,0,238,119
google_gemma-3-12b-it,dev_0093,6,6,154,154,0,308,154
google_gemma-3-12b-it,dev_0092,7,7,172,172,0,344,172
google_gemma-3-12b-it,dev_0091,8,8,183,183,0,366,183
google_gemma-3-12b-it,dev_0089,8,8,167,167,0,334,167
google_gemma-3-12b-it,dev_0088,9,9,201,201,0,402,201
google_gemma-3-12b-it,dev_0090,8,8,257,257,0,514,257
google_gemma-3-12b-it,dev_0098,5,5,131,131,0,262,131
google_gemma-3-12b-it,dev_0096,6,6,147,147,0,294,147
google_gemma-3-12b-it,dev_0100,5,5,139,139,0,278,139
google_gemma-3-12b-it,dev_0087,10,10,266,266,0,532,266
google_gemma-3-12b-it,dev_0094,9,9,236,236,0,472,236
google_gemma-3-12b-it,dev_0115,5,5,113,113,0,226,113
google_gemma-3-12b-it,dev_0104,6,6,173,173,0,346,173
google_gemma-3-12b-it,dev_0099,9,9,251,251,0,502,251
google_gemma-3-12b-it,dev_0114,6,6,118,118,0,236,118
google_gemma-3-12b-it,dev_0112,7,7,191,191,0,382,191
google_gemma-3-12b-it,dev_0113,7,7,179,179,0,358,179
google_gemma-3-12b-it,dev_0105,9,9,238,238,0,476,238
google_gemma-3-12b-it,dev_0107,8,8,215,215,0,430,215
google_gemma-3-12b-it,dev_0103,9,9,220,220,0,440,220
google_gemma-3-12b-it,dev_0117,7,7,187,187,0,374,187
google_gemma-3-12b-it,dev_0116,7,8,182,182,18,382,164
google_gemma-3-12b-it,dev_0097,10,12,303,303,34,640,269
google_gemma-3-12b-it,dev_0120,5,5,138,138,0,276,138
google_gemma-3-12b-it,dev_0110,9,9,261,261,0,522,261
google_gemma-3-12b-it,dev_0122,5,5,156,156,0,312,156
google_gemma-3-12b-it,dev_0111,10,10,280,280,0,560,280
google_gemma-3-12b-it,dev_0109,10,10,283,283,0,566,283
google_gemma-3-12b-it,dev_0124,6,6,141,141,0,282,141
google_gemma-3-12b-it,dev_0108,9,9,227,227,0,454,227
google_gemma-3-12b-it,dev_0102,10,11,345,345,27,717,318
google_gemma-3-12b-it,dev_0127,5,5,120,120,0,240,120
google_gemma-3-12b-it,dev_0119,9,9,212,212,0,424,212
google_gemma-3-12b-it,dev_0118,10,10,257,257,0,514,257
google_gemma-3-12b-it,dev_0128,8,8,193,193,0,386,193
google_gemma-3-12b-it,dev_0135,6,6,162,162,0,324,162
google_gemma-3-12b-it,dev_0130,6,8,158,158,35,351,123
google_gemma-3-12b-it,dev_0133,7,8,203,203,20,426,183
google_gemma-3-12b-it,dev_0138,6,6,159,159,0,318,159
google_gemma-3-12b-it,dev_0126,10,10,374,374,0,748,374
google_gemma-3-12b-it,dev_0131,8,8,241,241,0,482,241
google_gemma-3-12b-it,dev_0139,7,7,159,159,0,318,159
google_gemma-3-12b-it,dev_0146,5,5,139,139,0,278,139
google_gemma-3-12b-it,dev_0134,8,8,255,255,0,510,255
google_gemma-3-12b-it,dev_0144,8,8,223,223,0,446,223
google_gemma-3-12b-it,dev_0132,10,10,307,307,0,614,307
google_gemma-3-12b-it,dev_0140,9,10,278,278,29,585,249
google_gemma-3-12b-it,dev_0143,9,9,240,240,0,480,240
google_gemma-3-12b-it,dev_0137,9,9,267,267,0,534,267
google_gemma-3-12b-it,dev_0136,10,10,292,292,0,584,292
google_gemma-3-12b-it,dev_0148,7,7,194,194,0,388,194
google_gemma-3-12b-it,dev_0145,10,10,284,284,0,568,284
google_gemma-3-12b-it,dev_0147,10,10,261,261,0,522,261
google_gemma-3-12b-it,dev_0142,10,11,299,299,22,620,277
google_gemma-3-12b-it,dev_0161,6,6,148,148,0,296,148
google_gemma-3-12b-it,dev_0160,6,6,142,142,0,284,142
google_gemma-3-12b-it,dev_0154,7,7,188,188,0,376,188
google_gemma-3-12b-it,dev_0153,7,7,187,187,0,374,187
google_gemma-3-12b-it,dev_0158,7,7,211,211,0,422,211
google_gemma-3-12b-it,dev_0164,5,5,130,130,0,260,130
google_gemma-3-12b-it,dev_0168,5,5,146,146,0,292,146
google_gemma-3-12b-it,dev_0149,10,10,252,252,0,504,252
google_gemma-3-12b-it,dev_0150,10,10,284,284,0,568,284
google_gemma-3-12b-it,dev_0155,10,10,254,254,0,508,254
google_gemma-3-12b-it,dev_0152,10,10,232,232,0,464,232
google_gemma-3-12b-it,dev_0156,9,10,266,266,23,555,243
google_gemma-3-12b-it,dev_0169,6,6,187,187,0,374,187
google_gemma-3-12b-it,dev_0170,7,7,204,204,0,408,204
google_gemma-3-12b-it,dev_0163,8,8,176,176,0,352,176
google_gemma-3-12b-it,dev_0165,7,7,200,200,0,400,200
google_gemma-3-12b-it,dev_0171,6,6,116,116,0,232,116
google_gemma-3-12b-it,dev_0166,8,8,194,194,0,388,194
google_gemma-3-12b-it,dev_0172,6,6,141,141,0,282,141
google_gemma-3-12b-it,dev_0173,5,6,125,125,25,275,100
google_gemma-3-12b-it,dev_0162,10,10,303,303,0,606,303
google_gemma-3-12b-it,dev_0180,5,5,123,123,0,246,123
google_gemma-3-12b-it,dev_0174,7,7,186,186,0,372,186
google_gemma-3-12b-it,dev_0182,6,6,131,131,0,262,131
google_gemma-3-12b-it,dev_0175,8,8,194,194,0,388,194
google_gemma-3-12b-it,dev_0189,5,5,130,130,0,260,130
google_gemma-3-12b-it,dev_0177,8,8,202,202,0,404,202
google_gemma-3-12b-it,dev_0181,7,7,221,221,0,442,221
google_gemma-3-12b-it,dev_0178,9,9,182,182,0,364,182
google_gemma-3-12b-it,dev_0186,6,6,129,129,0,258,129
google_gemma-3-12b-it,dev_0176,8,9,225,225,21,471,204
google_gemma-3-12b-it,dev_0194,7,7,147,147,0,294,147
google_gemma-3-12b-it,dev_0187,7,7,207,207,0,414,207
google_gemma-3-12b-it,dev_0183,8,8,215,215,0,430,215
google_gemma-3-12b-it,dev_0184,9,9,225,225,0,450,225
google_gemma-3-12b-it,dev_0192,8,8,200,200,0,400,200
google_gemma-3-12b-it,dev_0197,5,5,110,110,0,220,110
google_gemma-3-12b-it,dev_0193,8,8,195,195,0,390,195
google_gemma-3-12b-it,dev_0198,5,5,112,112,0,224,112
google_gemma-3-12b-it,dev_0190,9,9,253,253,0,506,253
google_gemma-3-12b-it,dev_0179,10,10,293,293,0,586,293
google_gemma-3-12b-it,dev_0196,7,7,144,144,0,288,144
google_gemma-3-12b-it,dev_0195,9,10,239,239,25,503,214
google_gemma-3-12b-it,dev_0199,8,8,195,195,0,390,195
google_gemma-3-12b-it,dev_0203,6,6,169,169,0,338,169
google_gemma-3-12b-it,dev_0202,7,7,170,170,0,340,170
google_gemma-3-12b-it,dev_0206,6,6,166,166,0,332,166
google_gemma-3-12b-it,dev_0200,8,8,207,207,0,414,207
google_gemma-3-12b-it,dev_0204,8,8,226,226,0,452,226
google_gemma-3-12b-it,dev_0205,10,10,249,249,0,498,249
google_gemma-3-12b-it,dev_0211,8,8,201,201,0,402,201
google_gemma-3-12b-it,dev_0213,7,7,195,195,0,390,195
google_gemma-3-12b-it,dev_0215,6,6,200,200,0,400,200
google_gemma-3-12b-it,dev_0214,7,7,160,160,0,320,160
google_gemma-3-12b-it,dev_0207,8,8,223,223,0,446,223
google_gemma-3-12b-it,dev_0201,10,10,240,240,0,480,240
google_gemma-3-12b-it,dev_0216,7,7,193,193,0,386,193
google_gemma-3-12b-it,dev_0212,10,10,229,229,0,458,229
google_gemma-3-12b-it,dev_0210,9,9,225,225,0,450,225
google_gemma-3-12b-it,dev_0222,5,5,112,112,0,224,112
google_gemma-3-12b-it,dev_0224,5,5,120,120,0,240,120
google_gemma-3-12b-it,dev_0218,8,8,227,227,0,454,227
google_gemma-3-12b-it,dev_0228,5,5,138,138,0,276,138
google_gemma-3-12b-it,dev_0217,10,10,297,297,0,594,297
google_gemma-3-12b-it,dev_0220,8,8,234,234,0,468,234
google_gemma-3-12b-it,dev_0227,6,6,119,119,0,238,119
google_gemma-3-12b-it,dev_0238,7,7,143,143,0,286,143
google_gemma-3-12b-it,dev_0223,8,8,216,216,0,432,216
google_gemma-3-12b-it,dev_0233,6,6,116,116,0,232,116
google_gemma-3-12b-it,dev_0219,10,10,314,314,0,628,314
google_gemma-3-12b-it,dev_0231,6,6,149,149,0,298,149
google_gemma-3-12b-it,dev_0234,6,6,177,177,0,354,177
google_gemma-3-12b-it,dev_0226,8,8,215,215,0,430,215
google_gemma-3-12b-it,dev_0221,10,10,318,318,0,636,318
google_gemma-3-12b-it,dev_0239,7,7,244,244,0,488,244
google_gemma-3-12b-it,dev_0230,10,10,284,284,0,568,284
google_gemma-3-12b-it,dev_0243,7,8,186,186,20,392,166
google_gemma-3-12b-it,dev_0236,8,10,253,253,44,550,209
google_gemma-3-12b-it,dev_0240,9,9,248,248,0,496,248
google_gemma-3-12b-it,dev_0241,10,10,259,259,0,518,259
google_gemma-3-12b-it,dev_0255,5,5,156,156,0,312,156
google_gemma-3-12b-it,dev_0247,9,9,248,248,0,496,248
google_gemma-3-12b-it,dev_0242,10,10,262,262,0,524,262
google_gemma-3-12b-it,dev_0251,7,7,170,170,0,340,170
google_gemma-3-12b-it,dev_0261,6,6,149,149,0,298,149
google_gemma-3-12b-it,dev_0244,10,10,304,304,0,608,304
google_gemma-3-12b-it,dev_0249,9,9,333,333,0,666,333
google_gemma-3-12b-it,dev_0250,9,9,237,237,0,474,237
google_gemma-3-12b-it,dev_0262,7,7,172,172,0,344,172
google_gemma-3-12b-it,dev_0246,9,9,248,248,0,496,248
google_gemma-3-12b-it,dev_0254,7,7,187,187,0,374,187
google_gemma-3-12b-it,dev_0260,8,8,213,213,0,426,213
google_gemma-3-12b-it,dev_0258,9,9,230,230,0,460,230
google_gemma-3-12b-it,dev_0252,9,9,247,247,0,494,247
google_gemma-3-12b-it,dev_0256,9,9,248,248,0,496,248
google_gemma-3-12b-it,dev_0273,5,5,135,135,0,270,135
google_gemma-3-12b-it,dev_0270,6,6,159,159,0,318,159
google_gemma-3-12b-it,dev_0272,6,6,211,211,0,422,211
google_gemma-3-12b-it,dev_0284,5,5,127,127,0,254,127
google_gemma-3-12b-it,dev_0268,7,7,233,233,0,466,233
google_gemma-3-12b-it,dev_0283,5,5,136,136,0,272,136
google_gemma-3-12b-it,dev_0282,5,5,90,90,0,180,90
google_gemma-3-12b-it,dev_0274,7,7,196,196,0,392,196
google_gemma-3-12b-it,dev_0267,8,8,197,197,0,394,197
google_gemma-3-12b-it,dev_0266,9,9,244,244,0,488,244
google_gemma-3-12b-it,dev_0290,5,5,143,143,0,286,143
google_gemma-3-12b-it,dev_0278,8,8,194,194,0,388,194
google_gemma-3-12b-it,dev_0271,10,10,265,265,0,530,265
google_gemma-3-12b-it,dev_0276,8,8,262,262,0,524,262
google_gemma-3-12b-it,dev_0279,7,8,188,188,21,397,167
google_gemma-3-12b-it,dev_0280,8,8,239,239,0,478,239
google_gemma-3-12b-it,dev_0291,5,5,142,142,0,284,142
google_gemma-3-12b-it,dev_0277,9,9,209,209,0,418,209
google_gemma-3-12b-it,dev_0298,5,5,130,130,0,260,130
google_gemma-3-12b-it,dev_0281,10,10,278,278,0,556,278
google_gemma-3-12b-it,dev_0294,6,6,121,121,0,242,121
google_gemma-3-12b-it,dev_0286,9,9,217,217,0,434,217
google_gemma-3-12b-it,dev_0293,6,7,165,165,30,360,135
google_gemma-3-12b-it,dev_0285,10,11,224,224,27,475,197
google_gemma-3-12b-it,dev_0302,6,6,168,168,0,336,168
google_gemma-3-12b-it,dev_0305,5,5,136,136,0,272,136
google_gemma-3-12b-it,dev_0296,7,7,172,172,0,344,172
google_gemma-3-12b-it,dev_0308,5,5,144,144,0,288,144
google_gemma-3-12b-it,dev_0295,8,8,221,221,0,442,221
google_gemma-3-12b-it,dev_0292,9,9,321,321,0,642,321
google_gemma-3-12b-it,dev_0297,8,8,185,185,0,370,185
google_gemma-3-12b-it,dev_0307,6,6,175,175,0,350,175
google_gemma-3-12b-it,dev_0300,9,9,276,276,0,552,276
google_gemma-3-12b-it,dev_0310,6,6,125,125,0,250,125
google_gemma-3-12b-it,dev_0306,7,8,211,211,24,446,187
google_gemma-3-12b-it,dev_0304,8,9,223,223,22,468,201
google_gemma-3-12b-it,dev_0317,5,6,151,151,26,328,125
google_gemma-3-12b-it,dev_0303,10,10,270,270,0,540,270
google_gemma-3-12b-it,dev_0319,6,6,165,165,0,330,165
google_gemma-3-12b-it,dev_0315,7,7,171,171,0,342,171
google_gemma-3-12b-it,dev_0321,6,6,176,176,0,352,176
google_gemma-3-12b-it,dev_0309,9,11,239,239,32,510,207
google_gemma-3-12b-it,dev_0325,7,7,168,168,0,336,168
google_gemma-3-12b-it,dev_0313,9,9,242,242,0,484,242
google_gemma-3-12b-it,dev_0314,10,10,276,276,0,552,276
google_gemma-3-12b-it,dev_0320,8,8,250,250,0,500,250
google_gemma-3-12b-it,dev_0329,7,7,186,186,0,372,186
google_gemma-3-12b-it,dev_0327,8,8,223,223,0,446,223
google_gemma-3-12b-it,dev_0330,7,7,166,166,0,332,166
google_gemma-3-12b-it,dev_0318,10,10,271,271,0,542,271
google_gemma-3-12b-it,dev_0332,8,8,230,230,0,460,230
google_gemma-3-12b-it,dev_0331,8,8,217,217,0,434,217
google_gemma-3-12b-it,dev_0322,10,10,254,254,0,508,254
google_gemma-3-12b-it,dev_0323,10,10,242,242,0,484,242
google_gemma-3-12b-it,dev_0326,10,10,284,284,0,568,284
gpt-4o-mini,dev_0004,2,2,41,41,0,82,41
gpt-4o-mini,dev_0008,5,5,81,81,0,162,81
gpt-4o-mini,dev_0045,5,5,117,117,0,234,117
gpt-4o-mini,dev_0038,5,5,78,78,0,156,78
gpt-4o-mini,dev_0037,5,5,102,102,0,204,102
gpt-4o-mini,dev_0036,5,5,70,70,0,140,70
gpt-4o-mini,dev_0046,6,6,116,116,0,232,116
gpt-4o-mini,dev_0014,6,6,100,100,0,200,100
gpt-4o-mini,dev_0003,6,6,129,129,0,258,129
gpt-4o-mini,dev_0047,6,6,113,113,0,226,113
gpt-4o-mini,dev_0035,6,6,99,99,0,198,99
gpt-4o-mini,dev_0039,6,6,99,99,0,198,99
gpt-4o-mini,dev_0027,7,7,86,86,0,172,86
gpt-4o-mini,dev_0048,7,7,95,95,0,190,95
gpt-4o-mini,dev_0009,6,6,122,122,0,244,122
gpt-4o-mini,dev_0032,7,7,124,124,0,248,124
gpt-4o-mini,dev_0029,8,8,124,124,0,248,124
gpt-4o-mini,dev_0042,8,8,154,154,0,308,154
gpt-4o-mini,dev_0021,9,9,135,135,0,270,135
gpt-4o-mini,dev_0028,9,9,143,143,0,286,143
gpt-4o-mini,dev_0049,8,8,125,125,0,250,125
gpt-4o-mini,dev_0025,8,8,169,169,0,338,169
gpt-4o-mini,dev_0022,9,9,135,135,0,270,135
gpt-4o-mini,dev_0030,10,10,159,159,0,318,159
gpt-4o-mini,dev_0044,8,9,155,155,19,329,136
gpt-4o-mini,dev_0015,10,10,135,135,0,270,135
gpt-4o-mini,dev_0050,8,8,166,166,0,332,166
gpt-4o-mini,dev_0031,10,10,199,199,0,398,199
gpt-4o-mini,dev_0040,10,10,245,245,0,490,245
gpt-4o-mini,dev_0020,10,10,170,170,0,340,170
gpt-4o-mini,dev_0041,10,10,215,215,0,430,215
gpt-4o-mini,dev_0062,7,7,85,85,0,170,85
gpt-4o-mini,dev_0068,6,6,88,88,0,176,88
gpt-4o-mini,dev_0055,8,8,161,161,0,322,161
gpt-4o-mini,dev_0078,5,5,92,92,0,184,92
gpt-4o-mini,dev_0058,7,7,105,105,0,210,105
gpt-4o-mini,dev_0072,6,6,105,105,0,210,105
gpt-4o-mini,dev_0051,9,9,124,124,0,248,124
gpt-4o-mini,dev_0059,8,8,121,121,0,242,121
gpt-4o-mini,dev_0052,9,9,182,182,0,364,182
gpt-4o-mini,dev_0074,6,6,96,96,0,192,96
gpt-4o-mini,dev_0056,9,9,138,138,0,276,138
gpt-4o-mini,dev_0054,10,10,159,159,0,318,159
gpt-4o-mini,dev_0063,9,9,141,141,0,282,141
gpt-4o-mini,dev_0065,9,9,186,186,0,372,186
gpt-4o-mini,dev_0066,9,9,148,148,0,296,148
gpt-4o-mini,dev_0070,10,10,179,179,0,358,179
gpt-4o-mini,dev_0076,8,8,153,153,0,306,153
gpt-4o-mini,dev_0075,8,8,113,113,0,226,113
gpt-4o-mini,dev_0080,8,8,119,119,0,238,119
gpt-4o-mini,dev_0085,7,7,108,108,0,216,108
gpt-4o-mini,dev_0084,7,7,142,142,0,284,142
gpt-4o-mini,dev_0071,10,10,146,146,0,292,146
gpt-4o-mini,dev_0073,9,9,161,161,0,322,161
gpt-4o-mini,dev_0060,10,11,217,217,20,454,197
gpt-4o-mini,dev_0083,7,8,126,126,14,266,112
gpt-4o-mini,dev_0095,5,5,76,76,0,152,76
gpt-4o-mini,dev_0081,9,9,190,190,0,380,190
gpt-4o-mini,dev_0093,6,6,84,84,0,168,84
gpt-4o-mini,dev_0079,10,10,182,182,0,364,182
gpt-4o-mini,dev_0086,8,8,103,103,0,206,103
gpt-4o-mini,dev_0082,9,10,188,188,20,396,168
gpt-4o-mini,dev_0098,5,5,102,102,0,204,102
gpt-4o-mini,dev_0100,5,5,94,94,0,188,94
gpt-4o-mini,dev_0096,6,6,116,116,0,232,116
gpt-4o-mini,dev_0092,7,7,116,116,0,232,116
gpt-4o-mini,dev_0087,10,10,180,180,0,360,180
gpt-4o-mini,dev_0089,8,8,123,123,0,246,123
gpt-4o-mini,dev_0091,8,8,128,128,0,256,128
gpt-4o-mini,dev_0088,9,9,153,153,0,306,153
gpt-4o-mini,dev_0094,9,9,155,155,0,310,155
gpt-4o-mini,dev_0104,6,6,91,91,0,182,91
gpt-4o-mini,dev_0090,8,9,138,138,18,294,120
gpt-4o-mini,dev_0115,5,5,83,83,0,166,83
gpt-4o-mini,dev_0097,10,10,138,138,0,276,138
gpt-4o-mini,dev_0120,5,5,77,77,0,154,77
gpt-4o-mini,dev_0114,6,6,84,84,0,168,84
gpt-4o-mini,dev_0107,8,8,138,138,0,276,138
gpt-4o-mini,dev_0099,9,9,196,196,0,392,196
gpt-4o-mini,dev_0103,9,9,125,125,0,250,125
gpt-4o-mini,dev_0122,5,5,69,69,0,138,69
gpt-4o-mini,dev_0112,7,7,101,101,0,202,101
gpt-4o-mini,dev_0113,7,7,91,91,0,182,91
gpt-4o-mini,dev_0117,7,7,94,94,0,188,94
gpt-4o-mini,dev_0105,9,9,167,167,0,334,167
gpt-4o-mini,dev_0116,7,7,100,100,0,200,100
gpt-4o-mini,dev_0108,9,9,137,137,0,274,137
gpt-4o-mini,dev_0127,5,5,86,86,0,172,86
gpt-4o-mini,dev_0102,10,10,118,118,0,236,118
gpt-4o-mini,dev_0124,6,6,98,98,0,196,98
gpt-4o-mini,dev_0110,9,9,124,124,0,248,124
gpt-4o-mini,dev_0111,10,10,166,166,0,332,166
gpt-4o-mini,dev_0135,6,6,61,61,0,122,61
gpt-4o-mini,dev_0119,9,9,157,157,0,314,157
gpt-4o-mini,dev_0118,10,10,171,171,0,342,171
gpt-4o-mini,dev_0130,6,7,105,105,21,231,84
gpt-4o-mini,dev_0109,10,12,224,224,48,496,176
gpt-4o-mini,dev_0131,8,8,123,123,0,246,123
gpt-4o-mini,dev_0128,8,8,126,126,0,252,126
gpt-4o-mini,dev_0133,7,7,122,122,0,244,122
gpt-4o-mini,dev_0138,6,6,85,85,0,170,85
gpt-4o-mini,dev_0146,5,5,98,98,0,196,98
gpt-4o-mini,dev_0134,8,8,92,92,0,184,92
gpt-4o-mini,dev_0139,7,7,126,126,0,252,126
gpt-4o-mini,dev_0126,10,10,145,145,0,290,145
gpt-4o-mini,dev_0132,10,10,152,152,0,304,152
gpt-4o-mini,dev_0144,8,8,133,133,0,266,133
gpt-4o-mini,dev_0137,9,9,179,179,0,358,179
gpt-4o-mini,dev_0148,7,7,179,179,0,358,179
gpt-4o-mini,dev_0136,10,10,166,166,0,332,166
gpt-4o-mini,dev_0154,7,7,86,86,0,172,86
gpt-4o-mini,dev_0164,5,5,80,80,0,160,80
gpt-4o-mini,dev_0143,9,9,149,149,0,298,149
gpt-4o-mini,dev_0142,10,10,192,192,0,384,192
gpt-4o-mini,dev_0160,6,6,96,96,0,192,96
gpt-4o-mini,dev_0140,9,9,183,183,0,366,183
gpt-4o-mini,dev_0158,7,7,99,99,0,198,99
gpt-4o-mini,dev_0168,5,5,83,83,0,166,83
gpt-4o-mini,dev_0161,6,6,118,118,0,236,118
gpt-4o-mini,dev_0152,10,10,158,158,0,316,158
gpt-4o-mini,dev_0145,10,10,153,153,0,306,153
gpt-4o-mini,dev_0149,10,10,146,146,0,292,146
gpt-4o-mini,dev_0147,10,10,163,163,0,326,163
gpt-4o-mini,dev_0150,10,10,192,192,0,384,192
gpt-4o-mini,dev_0165,7,7,114,114,0,228,114
gpt-4o-mini,dev_0173,5,5,99,99,0,198,99
gpt-4o-mini,dev_0169,6,6,171,171,0,342,171
gpt-4o-mini,dev_0155,10,10,154,154,0,308,154
gpt-4o-mini,dev_0171,6,6,118,118,0,236,118
gpt-4o-mini,dev_0170,7,7,115,115,0,230,115
gpt-4o-mini,dev_0172,6,6,117,117,0,234,117
gpt-4o-mini,dev_0156,9,9,143,143,0,286,143
gpt-4o-mini,dev_0166,8,8,100,100,0,200,100
gpt-4o-mini,dev_0163,8,8,134,134,0,268,134
gpt-4o-mini,dev_0162,10,10,210,210,0,420,210
gpt-4o-mini,dev_0180,5,5,93,93,0,186,93
gpt-4o-mini,dev_0153,7,7,81,81,0,162,81
gpt-4o-mini,dev_0174,7,7,109,109,0,218,109
gpt-4o-mini,dev_0182,6,6,77,77,0,154,77
gpt-4o-mini,dev_0176,8,8,129,129,0,258,129
gpt-4o-mini,dev_0189,5,5,92,92,0,184,92
gpt-4o-mini,dev_0175,8,8,116,116,0,232,116
gpt-4o-mini,dev_0186,6,6,114,114,0,228,114
gpt-4o-mini,dev_0181,7,7,99,99,0,198,99
gpt-4o-mini,dev_0177,8,8,146,146,0,292,146
gpt-4o-mini,dev_0198,5,5,69,69,0,138,69
gpt-4o-mini,dev_0187,7,7,120,120,0,240,120
gpt-4o-mini,dev_0197,5,5,93,93,0,186,93
gpt-4o-mini,dev_0183,8,8,113,113,0,226,113
gpt-4o-mini,dev_0178,9,10,109,109,13,231,96
gpt-4o-mini,dev_0203,6,6,78,78,0,156,78
gpt-4o-mini,dev_0193,8,8,116,116,0,232,116
gpt-4o-mini,dev_0192,8,8,155,155,0,310,155
gpt-4o-mini,dev_0194,7,7,105,105,0,210,105
gpt-4o-mini,dev_0184,9,9,144,144,0,288,144
gpt-4o-mini,dev_0202,7,7,122,122,0,244,122
gpt-4o-mini,dev_0196,7,7,122,122,0,244,122
gpt-4o-mini,dev_0199,8,8,98,98,0,196,98
gpt-4o-mini,dev_0204,8,8,102,102,0,204,102
gpt-4o-mini,dev_0190,9,9,151,151,0,302,151
gpt-4o-mini,dev_0200,8,8,150,150,0,300,150
gpt-4o-mini,dev_0179,10,12,216,216,46,478,170
gpt-4o-mini,dev_0195,9,9,158,158,0,316,158
gpt-4o-mini,dev_0206,6,7,100,100,14,214,86
gpt-4o-mini,dev_0215,6,6,57,57,0,114,57
gpt-4o-mini,dev_0207,8,8,122,122,0,244,122
gpt-4o-mini,dev_0201,10,10,149,149,0,298,149
gpt-4o-mini,dev_0213,7,7,126,126,0,252,126
gpt-4o-mini,dev_0216,7,7,81,81,0,162,81
gpt-4o-mini,dev_0222,5,5,100,100,0,200,100
gpt-4o-mini,dev_0214,7,7,103,103,0,206,103
gpt-4o-mini,dev_0205,10,10,160,160,0,320,160
gpt-4o-mini,dev_0210,9,9,123,123,0,246,123
gpt-4o-mini,dev_0224,5,6,89,89,21,199,68
gpt-4o-mini,dev_0211,8,8,148,148,0,296,148
gpt-4o-mini,dev_0227,6,6,100,100,0,200,100
gpt-4o-mini,dev_0226,8,8,88,88,0,176,88
gpt-4o-mini,dev_0231,6,6,92,92,0,184,92
gpt-4o-mini,dev_0220,8,8,155,155,0,310,155
gpt-4o-mini,dev_0228,5,8,103,103,46,252,57
gpt-4o-mini,dev_0223,8,8,118,118,0,236,118
gpt-4o-mini,dev_0218,8,8,156,156,0,312,156
gpt-4o-mini,dev_0234,6,6,85,85,0,170,85
gpt-4o-mini,dev_0233,6,6,123,123,0,246,123
gpt-4o-mini,dev_0219,10,10,129,129,0,258,129
gpt-4o-mini,dev_0212,10,11,170,170,28,368,142
gpt-4o-mini,dev_0239,7,7,131,131,0,262,131
gpt-4o-mini,dev_0236,8,8,168,168,0,336,168
gpt-4o-mini,dev_0238,7,7,114,114,0,228,114
gpt-4o-mini,dev_0221,10,11,161,161,12,334,149
gpt-4o-mini,dev_0230,10,10,180,180,0,360,180
gpt-4o-mini,dev_0217,10,10,167,167,0,334,167
gpt-4o-mini,dev_0255,5,5,80,80,0,160,80
gpt-4o-mini,dev_0243,7,7,133,133,0,266,133
gpt-4o-mini,dev_0240,9,9,117,117,0,234,117
gpt-4o-mini,dev_0251,7,7,124,124,0,248,124
gpt-4o-mini,dev_0246,9,9,148,148,0,296,148
gpt-4o-mini,dev_0261,6,6,95,95,0,190,95
gpt-4o-mini,dev_0241,10,10,185,185,0,370,185
gpt-4o-mini,dev_0249,9,9,167,167,0,334,167
gpt-4o-mini,dev_0242,10,10,173,173,0,346,173
gpt-4o-mini,dev_0262,7,7,111,111,0,222,111
gpt-4o-mini,dev_0273,5,5,89,89,0,178,89
gpt-4o-mini,dev_0272,6,6,107,107,0,214,107
gpt-4o-mini,dev_0247,9,9,206,206,0,412,206
gpt-4o-mini,dev_0254,7,7,163,163,0,326,163
gpt-4o-mini,dev_0268,7,7,102,102,0,204,102
gpt-4o-mini,dev_0250,9,9,225,225,0,450,225
gpt-4o-mini,dev_0260,8,8,111,111,0,222,111
gpt-4o-mini,dev_0270,6,6,124,124,0,248,124
gpt-4o-mini,dev_0252,9,10,164,164,26,354,138
gpt-4o-mini,dev_0258,9,9,110,110,0,220,110
gpt-4o-mini,dev_0266,9,9,135,135,0,270,135
gpt-4o-mini,dev_0267,8,9,124,124,17,265,107
gpt-4o-mini,dev_0274,7,7,113,113,0,226,113
gpt-4o-mini,dev_0256,9,9,171,171,0,342,171
gpt-4o-mini,dev_0284,5,5,78,78,0,156,78
gpt-4o-mini,dev_0279,7,7,92,92,0,184,92
gpt-4o-mini,dev_0283,5,5,89,89,0,178,89
